NULL,NULL
ADRIANA REGINA CORRENT,ALMENARA
AHERTON BATISTA JÚNIOR,ALMENARA
ALYSON TRINDADE FERNANDES,ALMENARA
ANA FLÁVIA COSTA DA SILVEIRA OLIVEIRA,ALMENARA
ANDRÉ SILVA DE OLIVEIRA,ALMENARA
ANTONIO CLARETTE SANTIAGO TAVARES,ALMENARA
CARLA GOMES TEODORO,ALMENARA
DANIELA SOUZA SANTOS DE SÁ,ALMENARA
EDINAMAR CANDIDA DOS REIS PIROPO,ALMENARA
EYLEEN NABYLA ALVARENGA,ALMENARA
FABRÍCIO LONGUINHOS SILVA,ALMENARA
FABÍOLA D'ÁVILA REIS,ALMENARA
IRÃ PINHEIRO NEIVA,ALMENARA
JEFERSON MATEUS DARIVA,ALMENARA
JOAN BRÁLIO MENDES PEREIRA LIMA,ALMENARA
JOSÉ RUI CASTRO DE SOUSA,ALMENARA
JULIANA DE ALMEIDA PEREIRA E SANTOS,ALMENARA
LUIZ FERNANDO ROCHA BOTELHO,ALMENARA
MARCUS LEONARDO FIGUEIREDO SILVA,ALMENARA
MARIO ANISIO BORGES,ALMENARA
PAULA RODRIGUES DIAMANTINO,ALMENARA
PAULO SERGIO DE SOUZA E SILVA,ALMENARA
PEDRO BORGES PIMENTA JÚNIOR,ALMENARA
RAFAELLA DA SILVA NOGUEIRA,ALMENARA
ROBERTA BARROSO,ALMENARA
ROBERTA PEREIRA MATOS,ALMENARA
ROBERTO WAGNER FERRAZ LACERDA JÚNIOR,ALMENARA
RODRIGO CARNEIRO BRANDÃO,ALMENARA
RÔMULO LIMA MEIRA,ALMENARA
SAMUEL CHAVES DIAS,ALMENARA
TANIA MARIA MARES FIGUEIRÊDO,ALMENARA
THARLEY EUSTÁQUIO DA MOTA SILVA,ALMENARA
UENDEL GONÇALVES DE ALMEIDA,ALMENARA
VICO MENDES PEREIRA LIMA,ALMENARA
WESLEY LIMA DE OLIVEIRA,ALMENARA
WESLLEY FLORENTINO DE OLIVEIRA,ALMENARA
WILMA MARIA PEREIRA,ALMENARA
YURI BENTO MARQUES,ALMENARA
ÉRICA SOUZA TUPINÁ,ALMENARA
ADRIANO JOSÉ DE PAULA,ARACUAI
AÉCIO OLIVEIRA DE MIRANDA,ARACUAI
ANA CLAUDIA GONCALVES DE SÁ JARDIM,ARACUAI
CARLOS MANUEL PEREIRA DA COSTA FILHO,ARACUAI
CLARA CYNTHIA MELO E LIMA,ARACUAI
CLEISSON DA SILVA RIOS,ARACUAI
DAYSE APARECIDA SILVA PEREIRA COUTINHO,ARACUAI
EDI DE FREITAS CARDOSO JÚNIOR,ARACUAI
EDILSON LUIZ CANDIDO,ARACUAI
ELIANE MACEDO SOBRINHO SANTOS,ARACUAI
ELIZABETH MOREIRA GOMES,ARACUAI
EMERSON DELANO LOPES,ARACUAI
EMERSON DE OLIVEIRA MUNIZ,ARACUAI
FERNANDO MARCOS SOUZA SILVA,ARACUAI
FERNANDO NUNES DOS SANTOS,ARACUAI
FRANCISCA SOUZA SANTOS,ARACUAI
FÁBIO COUTINHO ANDRADE,ARACUAI
GERALDO LOPES JUNIOR,ARACUAI
GILMAR DE SOUZA FRANCO,ARACUAI
GILMARA MARIA RODRIGUES CASAGRANDE,ARACUAI
GUSTAVO REZENDE SÁ,ARACUAI
HARLEY ALVES LIMA,ARACUAI
JEANCARLO CAMPOS LEÃO,ARACUAI
JOAQUIM NETO DE SOUSA SANTOS,ARACUAI
JOSUÉ BATISTA ANTUNES,ARACUAI
JOAO ANTONIO MOTTA NETO,ARACUAI
JULIANA DE ALMEIDA PEREIRA E SANTOS,ARACUAI
JUVENAL MARTINS GOMES,ARACUAI
KATIÚSCIA DE SOUSA PEREIRA SILVA,ARACUAI
LEANDRO DE PAULA LIBERATO,ARACUAI
LUCIANO DE OLIVEIRA FUSCALDI NEVES,ARACUAI
LUNA CECI OLIVEIRA CANTUÁRIA,ARACUAI
MAGNO BARBOSA DIAS,ARACUAI
MARCELO MOREIRA WEST,ARACUAI
MARIA APARECIDA LÚCIO MENDES,ARACUAI
MARILZE DO CARMO LIMA E ALMEIDA,ARACUAI
MARIO DE SOUZA SANTANA,ARACUAI
NATALINO MARTINS GOMES,ARACUAI
PATRÍCIA CONCEIÇÃO MEDEIROS,ARACUAI
SHIRLENE APARECIDA DA ROCHA,ARACUAI
SUMERLY BENTO CAMARGO JUNIOR,ARACUAI
ALISSON MACENDO AMARAL,ARINOS
ANA LÚCIA FERREIRA OLIVEIRA DE FREITAS,ARINOS
ANTONIO MARTINS DE FREITAS JÚNIOR,ARINOS
CHARLES DE ASSIS OLIVEIRA ROCHA,ARINOS
CRISTIANE GONÇALVES RODRIGUES SARMENTO,ARINOS
DIEGO VIANA PORTO,ARINOS
DINAMOR CHICARELLI DO NASCIMENTO,ARINOS
DIOGO DE MORAES CARDOSO,ARINOS
ELTON CARLOS GROSSI,ARINOS
EUDE SOARES DE LACERDA,ARINOS
FRANCISCO VALDEVINO BEZERRA NETO,ARINOS
GABRIEL MÜLLER VALADÃO,ARINOS
GERALDO LOPES JUNIOR,ARINOS
GLADSTONE PEREIRA LIMA,ARINOS
HILTON LOPES GALVAO,ARINOS
INÁCIO BARBOSA BORGES,ARINOS
JOÃO BARBOSA DE SOUZA FILHO,ARINOS
JULIANA MARIA NOGUEIRA PEREIRA,ARINOS
LUANA DA SILVA BOTELHO,ARINOS
MARCOS MIGUEL GUIMARÃES CAMPOS,ARINOS
MARCOS DE OLIVEIRA,ARINOS
MÁLTER DIAS RAMOS,ARINOS
MÁRIO DA SILVA ARAÚJO FILHO,ARINOS
NARAH VIVIAN NUNES MARQUES,ARINOS
PEDRO FÁBIO SARAIVA,ARINOS
PEDRO PAULO PEREIRA BRITO,ARINOS
RAPHAEL MAGALHÃES HOED,ARINOS
REGINALDO PROQUE,ARINOS
RENATA MACIEL DOS REIS,ARINOS
RILDO ARAÚJO LEITE,ARINOS
ROBERTO LÚCIO CORRÊA DE FREITAS,ARINOS
ROMUALDO FERREIRA DOS SANTOS,ARINOS
RONAN APARECIDO VALADARES SANTANA,ARINOS
ROSEMERE FREIRE FONSECA,ARINOS
SEBASTIÃO LOURENÇO HENRIQUE,ARINOS
THIAGO LAMONIER SOUZA GOMES,ARINOS
WILLIAN ANTONIO GONÇALVES,ARINOS
WILSON MONTALVÃO LOPES,ARINOS
ADENISE VIEIRA DE SOUZA,JANUARIA
ADRIANA MARTINS DA SILVA CASTRO,JANUARIA
ADRIANA REGINA CORRENT,JANUARIA
ADRIANO ANTUNES PRATES,JANUARIA
ALBERTO LUIZ FERREIRA BERTO,JANUARIA
ALESSANDRO MACIEL DE SOUZA,JANUARIA
ALEXANDRE PETUSK FILIPE,JANUARIA
ALISSON MACENDO AMARAL,JANUARIA
ANA ALVES NETA BARBOSA,JANUARIA
ANDRÉ ARISTÓTELES DA ROCHA MUNIZ,JANUARIA
ANE MARIELLE MONTEIRO MATOS,JANUARIA
ANTONIO PINHEIRO CAIRES,JANUARIA
ANTÔNIO AUGUSTO DE ALMEIDA CORTE,JANUARIA
ARIANE GONÇALVES DE OLIVEIRA,JANUARIA
AROLDO GOMES FILHO,JANUARIA
CELIMAR REIJANE ALVES DAMASCENO PAIVA,JANUARIA
CLAUDIO ALEXANDRE GUSMÃO,JANUARIA
CLEIANE GONÇALVES OLIVEIRA,JANUARIA
CLÁUDIO ROBERTO FERREIRA MONT'ALVÃO,JANUARIA
CLÁUDIO WILSON DOS SANTOS PEREIRA,JANUARIA
CÉSAR VINÍCIUS MENDES NERY,JANUARIA
DANILO MAGALHÃES NUNES,JANUARIA
DANILO PEREIRA RIBEIRO,JANUARIA
DILERMANDO DOURADO PACHECO,JANUARIA
EDINEI CANUTO PAIVA,JANUARIA
EDNALDO LIBERATO DE OLIVEIRA,JANUARIA
EDSON OLIVEIRA NEVES,JANUARIA
EDUARDO CABRAL DA CRUZ,JANUARIA
EDUARDO SOUZA DO NASCIMENTO,JANUARIA
EDUARDO WAGNER SILVA PENA,JANUARIA
EGIDIO RODRIGUES MARTINS,JANUARIA
ELIAS RODRIGUES OLIVEIRA FILHO,JANUARIA
EMANOELITO FERNANDES VIEIRA JÚNIOR,JANUARIA
EVERTON LOPES GUIMARÃES,JANUARIA
FABÍOLA LIMA ESCOBAR,JANUARIA
FELIPE CÉZAR DE CASTRO ANTUNES,JANUARIA
FELIPE LISBOA GUEDES,JANUARIA
FÁBIO ANTUNES VIEIRA,JANUARIA
FÁBIO MARTINS DE CARVALHO,JANUARIA
FÁBIO RODRIGUES BARBOSA,JANUARIA
GERALDA MAGELA COSTA NOBRE,JANUARIA
GILDA MARIA RODRIGUES FONSECA,JANUARIA
GIULIANO VIANA DE ALKMIM,JANUARIA
GUSTAVO LINHARES LÉLIS FROTA,JANUARIA
HALINE FALCÃO DE ORNELAS,JANUARIA
HENRIQUE FARIA DE OLIVEIRA,JANUARIA
HERON WALMOR SANTOS CRUZ,JANUARIA
HÉLDER SEIXAS LIMA,JANUARIA
IDEMAR MAGALHÃES DOS PASSOS,JANUARIA
INÁCIO BARBOSA BORGES,JANUARIA
IVAN CARLOS CARREIRO ALMEIDA,JANUARIA
IVONILDE PEREIRA MOTA,JANUARIA
IVY DANIELA MONTEIRO MATOS,JANUARIA
IZA MANUELLA AIRES COTRIM GUIMARÃES,JANUARIA
JEFFERSON SUELA,JANUARIA
JOAN BRÁLIO MENDES PEREIRA LIMA,JANUARIA
JOAQUIM COMINI FROTA,JANUARIA
JOAQUIM PINTO GOMES,JANUARIA
JOELMA DE FÁTIMA MENDES BANDEIRA,JANUARIA
JOMAR DE OLIVEIRA VASCONCELOS,JANUARIA
JOSELICE FERREIRA LIMA,JANUARIA
JOSUÉ ANTUNES DE MACÊDO,JANUARIA
JOSYE GONÇALVES FERREIRA,JANUARIA
JOSÉ ALBERTO ALVES DE SOUZA,JANUARIA
JOSÉ RICARDO MARTINS DA SILVA,JANUARIA
JOÃO CARNEIRO FILHO,JANUARIA
JULIANA MARIA NOGUEIRA PEREIRA,JANUARIA
JULIO CESAR PEREIRA BRAGA,JANUARIA
JUNIO ANGELO DOS SANTOS,JANUARIA
JUSSARA BARROS SILVA,JANUARIA
KARINE ALENCAR FRÓES,JANUARIA
KLEBER CARVALHO DOS SANTOS,JANUARIA
LEANDRO DE AQUINO MENDES,JANUARIA
LEILA DE SOUZA ALMEIDA,JANUARIA
LENIR DE ABREU,JANUARIA
LILIAM ALKMIM MATOS,JANUARIA
LUARA CRISTIANE DOURADO NEVES,JANUARIA
LUCIENNE VELOSO BRITO,JANUARIA
LUIZ CARLOS FERREIRA,JANUARIA
LÍLIAN ISABEL FERREIRA AMORIM,JANUARIA
MARCELO MOREIRA FREIRE,JANUARIA
MARCELO DE FARIAS TEIXEIRA,JANUARIA
MARCOS AURÉLIO DUARTE CARVALHO,JANUARIA
MARIA ROSILENE ALVES DAMASCENO,JANUARIA
MARLI SILVA FRÓES,JANUARIA
MÁIRA PERES ALVES SANTIM,JANUARIA
MÍRIAN REJANE MAGALHÃES MENDES,JANUARIA
NATALINO MARTINS GOMES,JANUARIA
NEILA MARCELLE GUALBERTO LEITE,JANUARIA
NELSON LICÍNIO CAMPOS DE OLIVEIRA,JANUARIA
PATRÍCIA DE SOUSA FERNANDES,JANUARIA
PAULO CESAR PINHEIRO DE AZEVEDO,JANUARIA
PAULO HENRIQUE PIMENTEL VELOSO,JANUARIA
PAULO VITOR DO CARMO BATISTA,JANUARIA
PETRÔNIO CÂNDIDO DE LIMA E SILVA,JANUARIA
PRISCILA FREITAS DE SOUZA,JANUARIA
RAFAEL LÉDO ROCHA DE OLIVEIRA,JANUARIA
RAMONY MARIA DA SILVA REIS OLIVEIRA,JANUARIA
RANIERY GUILHERME JOSÉ VICENTE,JANUARIA
RAPHAEL MAGALHÃES HOED,JANUARIA
RENATO DE OLIVEIRA SILVA,JANUARIA
RENILDO ISMAEL FÉLIX COSTA,JANUARIA
ROBERTO COMINI FROTA,JANUARIA
RONALDO MAURÍCIO SAMPAIO,JANUARIA
SEBASTIAO BATISTA AMORIM,JANUARIA
SEBASTIÃO LOURENÇO HENRIQUE,JANUARIA
SONIA SOUSA ALMEIDA RODRIGUES,JANUARIA
SORAIA ATAIDE LINHARES FROTA,JANUARIA
SUZANA ALVES ESCOBAR,JANUARIA
SÉRGIO LEANDRO SOUSA NEVES,JANUARIA
TATIANA TOZZI MARTINS SOUZA RODRIGUES,JANUARIA
TATIANE REIS DO AMARAL,JANUARIA
TEREZITA PEREIRA BRAGA BARROSO,JANUARIA
THATIANE LOPES OLIVEIRA,JANUARIA
THIAGO SILVA MIRANDA,JANUARIA
VALKENNEDY DE MOURA CASTRO,JANUARIA
VITOR HUGO HENRIQUES DE ALMEIDA,JANUARIA
WAGNER AZIS GARCIA DE ARAÚJO,JANUARIA
WALDOMIRO RODRIGUES BORBA JUNIOR,JANUARIA
WALFREDO SÉRGIO CARNEIRO FIGUEIREDO,JANUARIA
WANDERSON PEREIRA ARAÚJO,JANUARIA
WELINGTON DOS SANTOS SILVA,JANUARIA
WENDEL FAJARDO DOS REIS,JANUARIA
WILNEY FERNANDO SILVA,JANUARIA
ZILDETE LOPES DE SOUZA,JANUARIA
ANTONIO AUGUSTO MARTINS DOS SANTOS,MONTES CLAROS
ANTÔNIO MARCOS MENDES CARDOSO,MONTES CLAROS
AUGUSTO JOSÉ QUERINO,MONTES CLAROS
BÁRBARA CAROLINE DE OLIVEIRA,MONTES CLAROS
CABRIELLA NOVELLO,MONTES CLAROS
CARLA EVANGELISTA SOARES,MONTES CLAROS
CLAUDIA APARECIDA FERNANDES PEREIRA,MONTES CLAROS
CRISTINA JARDIM RODRIGUES,MONTES CLAROS
DANIVALTON FERNANDES DE OLIVEIRA,MONTES CLAROS
DOUGLAS ÂNGELO TEIXEIRA,MONTES CLAROS
FERNANDO MOTA RIBEIRO,MONTES CLAROS
FLÁVIO SANTOS MEDEIROS DA FONSECA,MONTES CLAROS
FREDY COELHO RODRIGUES,MONTES CLAROS
GERALDO VIÉGAS VARGAS,MONTES CLAROS
GILDA MARIA RODRIGUES FONSECA,MONTES CLAROS
JOSIANE DE OLIVEIRA FAGUNDES DA SILVA,MONTES CLAROS
JOÃO CARLOS GONÇALVES,MONTES CLAROS
JULIANA MENDES CAMPOS QUINTINO,MONTES CLAROS
JÚLIO CÉSAR GUEDES ANTUNES,MONTES CLAROS
JÚLIO CÉSAR VIEIRA,MONTES CLAROS
KELRY ÁUREA COSTA FONSECA,MONTES CLAROS
LAÉRCIO IVES SANTOS,MONTES CLAROS
LUCIANA BALIEIRO COSME,MONTES CLAROS
LUIS ANTÔNIO GUISSO LOPES,MONTES CLAROS
MARCELO RIBEIRO DA SILVA,MONTES CLAROS
MARCOS AURÉLIO DUARTE CARVALHO,MONTES CLAROS
MARIA DE FÁTIMA FERREIRA ALMEIDA,MONTES CLAROS
MÁRIO SÉRGIO COSTA DA SILVEIRA,MONTES CLAROS
MÍRIAN REJANE MAGALHÃES MENDES,MONTES CLAROS
NELSON LICÍNIO CAMPOS DE OLIVEIRA,MONTES CLAROS
NIVEA ALVES DE ALMEIDA,MONTES CLAROS
RENAN LUCAS DE OLIVEIRA SÁ,MONTES CLAROS
RENATO AFONSO COTA SILVA,MONTES CLAROS
ROBERTO WAGNER GUIMARÃES BRITO,MONTES CLAROS
RODRIGO FERNANDES GOMES,MONTES CLAROS
ROSINEY ROCHA ALMEIDA,MONTES CLAROS
SEBASTIAO RODRIGUES DE AGUIAR FILHO,MONTES CLAROS
SYLMARA CORRÊA MONTEIRO,MONTES CLAROS
SERGIO GREGORY MAGALH?ES DE BRITO,MONTES CLAROS
URACI MARIA DA SILVA,MONTES CLAROS
VALESCA RODRIGUES DE SOUZA,MONTES CLAROS
WESLEY MAIA DE SOUZA,MONTES CLAROS
ALEX LARA MARTINS,PIRAPORA
ALEXANDRE BOTELHO BRITO,PIRAPORA
ALISSON COSTA MARTINS,PIRAPORA
ANDRÉ LUIZ LACERDA SOUZA,PIRAPORA
ANTÔNIO DIAS DOS SANTOS NETO,PIRAPORA
ARIELLE DE MATOS SOUZA,PIRAPORA
BRUNO LOPES DE FARIA,PIRAPORA
DANIEL COSME MENDONÇA MAIA,PIRAPORA
DANIEL GUIMARÃES SILVA,PIRAPORA
DAYSE LÚCIDE SILVA SANTOS,PIRAPORA
DOUGLAS SANTANA FAGUNDES,PIRAPORA
FELIPE AUGUSTO OLIVEIRA MOTA,PIRAPORA
HÉLIO DE MORAIS FILHO,PIRAPORA
JAMIL DOMINGOS DA SILVA,PIRAPORA
JOAQUINA APARECIDA NOBRE DA SILVA,PIRAPORA
JULIANA SILVA RAMIRES,PIRAPORA
JULIARA LOPES DA FONSECA,PIRAPORA
JULIO CESAR PEREIRA BRAGA,PIRAPORA
JUNAI CARVALHO DE SOUZA,PIRAPORA
JUNIO JABER,PIRAPORA
KEWLA DIAS PIRES BRITO,PIRAPORA
LUCIANO SOARES DINIZ,PIRAPORA
LUCIANO SOARES DE SOUZA,PIRAPORA
MARCELO DE MIRANDA LACERDA,PIRAPORA
MARIA NEUZA ALMEIDA QUEIROZ,PIRAPORA
MARIA DO SOCORRO VIEIRA BARRETO,PIRAPORA
NESMÁRIA SANY COSTA ALVES,PIRAPORA
RENATA MAURÍCIO SAMPAIO,PIRAPORA
RICARDO TADEU BARBOSA,PIRAPORA
SILKY POLYANE PEREIRA DA SILVA GONÇALVES,PIRAPORA
TALITA APARECIDA DA GUARDA,PIRAPORA
THARLEY EUSTÁQUIO DA MOTA SILVA,PIRAPORA
VÍVIA PAULA DINIZ ABREU,PIRAPORA
WALTER ANDRADE DE FREITAS,PIRAPORA
WESLLEY FLORENTINO DE OLIVEIRA,PIRAPORA
WILLY DE OLIVEIRA,PIRAPORA
YARA PATRÍCIA BARRAL DE QUEIROZ GUIMARAIS,PIRAPORA
ÉRICA DE FREITAS GUIMARAES RAMOS,PIRAPORA
ADALCINO FRANÇA JÚNIOR,SALINAS
ALDEMI FERREIRA MENDES,SALINAS
ALEXANDRE BOTELHO BRITO,SALINAS
ALINE NOGUEIRA ALVES,SALINAS
ALISON ZILLE LOPES,SALINAS
ANDRE CANDIDO LOPES,SALINAS
ANDRÉIA ALVES DE PAULA,SALINAS
ANTONIO CARLOS PINHEIRO CANI,SALINAS
ANTONIO ROQUE SARMENTO DE OLIVEIRA,SALINAS
ARILSON RODRIGUES DE SOUSA,SALINAS
ARTHUR FARIA PORTO,SALINAS
ATALIBA DURÃES JÚNIOR,SALINAS
CHARLES BERNARDO BUTERI,SALINAS
CRISTIANE DA SILVA MELO,SALINAS
DANIEL MARTINS NUNES,SALINAS
DANIELA CAETANO CARDOSO,SALINAS
DANILO TEIXEIRA SILVA,SALINAS
EDILENE ALVES BARBOSA,SALINAS
EDILSON JARDIM VIANA,SALINAS
EDNÉIA RODRIGUES RIBEIRO,SALINAS
EDSON ANTUNES QUARESMA JÚNIOR,SALINAS
EDUARDO ROMAN ALBUQUERQUE,SALINAS
EILSON SANTIAGO,SALINAS
ELIZIO MARIO FERREIRA,SALINAS
FABIANO ROSA DE MAGALHÃES,SALINAS
FABIENE BRITO MENDES TELES,SALINAS
FABRÍCIO SILVEIRA SANTOS,SALINAS
FARLEY JEAN DE SOUSA,SALINAS
FELIPE CIMINO DUARTE,SALINAS
FERNANDO BARRETO RODRIGUES,SALINAS
FERNANDO MATOS PEREIRA,SALINAS
FILIPE VIEIRA SANTOS DE ABREU,SALINAS
FLAVIA REIS GANEM,SALINAS
FÁBIO MENDES RAMOS,SALINAS
GABRIEL DOMINGOS CARVALHO,SALINAS
GERALDO ALVES DE CARVALHO JÚNIOR,SALINAS
GERALDO MAGELA CARDOSO,SALINAS
GIULIANA DE SÁ FERREIRA BARROS,SALINAS
HELANE PATRÍCIA RAMIRES MENDES,SALINAS
HELLEN VIVIAN MOREIRA DOS ANJOS,SALINAS
JAMERSON JARDEL MACEDO NERE,SALINAS
JOSÉ ANTÔNIO DUARTE SANTOS,SALINAS
LEONARDO HUMBERTO GUIMARÃES SILVA,SALINAS
LEONARDO LARA E LANNA,SALINAS
LUCIANO ADLEY COSTA CASTRO,SALINAS
LUIZ GOMES JUNIOR,SALINAS
LÁZARO GONÇALVES SIQUEIRA,SALINAS
MAGALHAES TEIXEIRA DE SOUZA,SALINAS
MARA DENISE DIAS RODRIGUES,SALINAS
MARCELO ROSSI VICENTE,SALINAS
MARCO AURÉLIO MEIRA FONSECA,SALINAS
MARIA ARACI MAGALHÃES,SALINAS
MARIA CLARA OLIVEIRA DURÃES,SALINAS
MARIA NEUZA ALMEIDA QUEIROZ,SALINAS
MARIA NILSA MARTINS DE ARAUJO,SALINAS
MARIA DA PENHA DE LAIA,SALINAS
MARILZE DO CARMO LIMA E ALMEIDA,SALINAS
MARÍLIA DUTRA MASSAD,SALINAS
MICHELLIA PEREIRA SOARES,SALINAS
MURILO NONATO BASTOS,SALINAS
OSCAR WILLIAM BARBOSA FERNANDES,SALINAS
PATRICIA EMANNUELLE DOS SANTOS BRITO,SALINAS
PATRICIA DE OLIVEIRA E LUCAS,SALINAS
RICARDO MAGALHÃES DIAS CARDOZO,SALINAS
ROBERTA MAGALHÃES DIAS CARDOZO,SALINAS
ROBERTO MARQUES SILVA,SALINAS
ROGÉRIO MENDES MURTA,SALINAS
ROMANA TATIANE SOARES SANTOS,SALINAS
RONALDO MEDEIROS DOS SANTOS,SALINAS
ROSIMEIRE ALVES GUIMARÃES,SALINAS
SANTINA APARECIDA FERREIRA MENDES,SALINAS
THIAGO MOREIRA DOS SANTOS,SALINAS
TIAGO REIS DUTRA,SALINAS
VAILTON AFONSO DA SILVA,SALINAS
VANESSA PAULINO DA CRUZ VIEIRA,SALINAS
VILSON ALVES MOREIRA,SALINAS
VINÍCIUS ORLANDI BARBOSA LIMA,SALINAS
WAGNER PATRICIO DE SOUSA JÚNIOR,SALINAS
WESLEY ANTUNES MEIRELES,SALINAS
WÂNIA SILVINHA LOIOLA DE OLIVEIRA,SALINAS
ÉLCIO JOSÉ DO NASCIMENTO,SALINAS
